file_name,section,sentence_num,eng_original,hindi_sarvam,eng_back
AU3816,Answer,3,There are a total of 1279 universities out of which 57 Universities are Central Universities.,कुल 1279 विश्वविद्यालय हैं जिनमें से 57 विश्वविद्यालय केंद्रीय विश्वविद्यालय हैं।,There are a total of 1279 universities which are affiliated to 57 central universities.
AU3816,Answer,4,"Further, in accordance with the provisions of the Constitution (one hundred and third) Amendment Act, 2019 and in compliance to instructions received from the Ministry of Social Justice and Empowerment, the nodal Ministry in the matter, vide this Department’s O.M.","इसके अलावा, संविधान (एक सौ तीसरा) संशोधन अधिनियम, 2019 के प्रावधानों के अनुसार और सामाजिक न्याय और अधिकारिता मंत्रालय से प्राप्त निर्देशों के अनुपालन में, इस विभाग के ओ.एम. के माध्यम से, इस मामले में नोडल मंत्रालय को स्वीकृति प्रदान की गई है।","In addition, in compliance with the provisions of the Constitution (One Hundredth Amendment) Act, 2019 and the directives from the Ministry of Social Justice and Empowerment, the Nodal Ministry has been granted approval in this regard through the OM of this Department."
AU3816,Answer,5,"No.12- 4/2019-U1 dated 17th January, 2019 instructions have been issued to provide reservation in admission for the Economically Weaker Sections (EWSs) to Central Educational Institutions (CEIs) [as defined in clause (d) of section (2) of the Central Educational Institutions (Reservation in Admission) Act, 2006] subject to a maximum of ten per cent of the total seats in each category.","17 जनवरी, 2019 को जारी 12-4/2019-U1 संख्या के निर्देशों में आर्थिक रूप से कमजोर वर्गों (ईडब्ल्यूएस) के लिए केंद्रीय शैक्षणिक संस्थानों (सीईआईएस) में प्रवेश में आरक्षण प्रदान करने के लिए निर्देश जारी किए गए हैं, जो प्रत्येक श्रेणी में कुल सीटों के अधिकतम दस प्रतिशत तक होंगे।","In terms of the instructions issued on January 17, 2019, dated 12-4/2019-U1, reservations for economically weaker sections (EWS) in admission to central educational institutions (CEIs) are to be made by the EWS category (up to 10 percent of the total seats) in each category."
AU3816,Answer,6,"In this regard, an amount of Rs.","इस संबंध में, रुपये की एक राशि।","In this regard, Rs."
AU3816,Answer,7,4315.15 Crores has been sanctioned for creation of additional seats in the CEIs.,सी.ई.आई. में अतिरिक्त सीटें बनाने के लिए 4315.15 करोड़ रुपये स्वीकृत किए गए हैं।,An additional ₹4315.15 crore has been approved by the Ceni for creation of additional seats.
AU4034,Question,1,"Will the Minister of SOCIAL JUSTICE AND EMPOWERMENT be pleased to state: (a) whether special education and rehabilitation services are being provided to the visually impaired and hearing impaired persons through the National Institutes established under the Department of Empowerment of Persons with Disabilities (DEPwD); (b) if so, the steps taken for the expansion or upgradation of the said services; (c) whether similar specialized services are also being provided through dedicated National Institutes for other major categories of disabilities, if so, the details thereof; and (d) the total number of beneficiaries receiving education and rehabilitation services through the said National Institutes at present, State-wise?","सामाजिक न्याय और अधिकारिता मंत्री महोदय, यह बताएँगे कि क्या यह संभव है? (क) क्या दिव्यांगजन सशक्तीकरण विभाग (डी.ई.पी.डब्ल्यू.डी.) के अंतर्गत स्थापित राष्ट्रीय संस्थानों के माध्यम से दृष्टिबाधित और श्रवणबाधित व्यक्तियों को विशेष शिक्षा और पुनर्वास सेवाएँ प्रदान की जा रही हैं; (ख) यदि हाँ, तो क्या उक्त सेवाओं के विस्तार या उन्नयन हेतु कदम उठाए जा रहे हैं; (ग) यदि हाँ, तो क्या अन्य प्रमुख श्रेणियों की विकलांगताओं के लिए भी समर्पित राष्ट्रीय संस्थानों के माध्यम से इसी प्रकार की विशेष सेवाएँ प्रदान की जा रही हैं; (घ) यदि हाँ, तो क्या उनके लिए भी पर्याप्त धनराशि का प्रावधान किया गया है? उसके विवरण; और (ख) वर्तमान में उक्त राष्ट्रीय संस्थानों के माध्यम से शिक्षा और पुनर्वास सेवाएँ प्राप्त करने वाले लाभार्थियों की कुल संख्या राज्यवार?","Minister of Social Justice and Empowerment, will you tell if this is possible? ) Department of Empowerment of Persons with Disabilities (D.E.P.W.D) With regard to the above, it is proposed to provide for special education and rehabilitation services to persons with visual and hearing impairment through the national institutes set up under clause (a) above; (c) to what extent the above mentioned services are being extended or will be extended to other major categories of disabled persons through dedicated national institutes; and (d) to what extent any such special services are being provided through the national institutes set up for other sections of the society. Details of those; and (b) State-wise total number of beneficiaries currently receiving education and rehabilitation services through the aforesaid National Institutes?"
AU4034,Answer,1,"& (b): National Institutes (NIs) under the Department of Empowerment of Persons with Disabilities (DEPwD) provide special education, vocational training, skill development, early identification and intervention, therapeutic and rehabilitation services, audiology and speech therapy, Braille literacy, assistive device support services to persons with visual and hearing disabilities.","(ख): दिव्यांगजन सशक्तीकरण विभाग (डी.ई.पी.डब्ल्यू.डी.) के तहत राष्ट्रीय संस्थान (एन.आई.) दृष्टि और श्रवण विकलांग व्यक्तियों को विशेष शिक्षा, व्यावसायिक प्रशिक्षण, कौशल विकास, प्रारंभिक पहचान और हस्तक्षेप, चिकित्सीय और पुनर्वास सेवाएँ, श्रव्यविज्ञान और वाक् चिकित्सा, ब्रेल साक्षरता, सहायक उपकरण सहायता सेवाएँ प्रदान करते हैं।","(b): National Institute (NI) under Divyangjan Sashaktikaran Vibhag (DEPWD) provides specialized education, vocational training, skill development, early identification and intervention, therapeutic and rehabilitation services, audiology and speech therapy, braille literacy, and assistive devices support services to the persons with visual and hearing impairment."
AU4034,Answer,2,"These services are provided through institutions such as National Institute for the Empowerment of Persons with Visual Disabilities (NIEPVD), Dehradun, the Ali Yavar Jung National Institute of Speech and Hearing Disabilities (Divyangjan) [AYJNISHD(D)], Mumbai and the National Institute for the Empowerment of Persons with Multiple Disabilities (Divyangjan) [NIEPMD (D)], Chennai.","ये सेवाएँ राष्ट्रीय दृष्टिबाधित सशक्तीकरण संस्थान (एन.आई.ई.पी.वी.डी.), देहरादून, अली यावर जंग राष्ट्रीय श्रवण और दृष्टिबाधित संस्थान (दिव्यांगजन) [ए.वाई.जे.एन.आई.एस.एच.डी.(डी.)], मुंबई और राष्ट्रीय दृष्टिबाधित सशक्तीकरण संस्थान (दिव्यांगजन) [एन.आई.ई.पी.एम.डी.(डी.)), चेन्नई जैसे संस्थानों के माध्यम से प्रदान की जाती हैं।","These services are provided by the National Institute for the Blind (NIB), Dehradun, Ali Yar Jung National Institute for the Blind (Divyangjan), [A.Y.J.N.I.S.H.D.(D)], Mumbai and National Institute for the Blind (Divyangjan), [N.I.E.P.M.D.(D)], Chennai through institutions like NIB."
AU4034,Answer,3,"The Government has undertaken various measures for expansion, upgradation of services, including strengthening infrastructure, establishing Regional Chapters and Composite Regional Centres, offering new skill training programmes, adopting modern assistive technologies, digitization of learning materials, and expanding outreach programmes for early detection and intervention.","सरकार ने विस्तार, सेवाओं के उन्नयन, बुनियादी ढांचे को मजबूत करने, क्षेत्रीय अध्याय और समग्र क्षेत्रीय केंद्रों की स्थापना, नए कौशल प्रशिक्षण कार्यक्रम शुरू करने, आधुनिक सहायक प्रौद्योगिकियों को अपनाने, सीखने की सामग्री का डिजिटलीकरण करने और प्रारंभिक पता लगाने और हस्तक्षेप के लिए पहुंच कार्यक्रमों का विस्तार करने के लिए विभिन्न उपाय किए हैं।","The government has taken various measures to expand, upgrade services, strengthen infrastructure, establish regional chapters and comprehensive regional centers, launch new skill training programs, adopt modern support technologies, digitize learning materials, and expand access programs for early detection and intervention."
AU4034,Answer,4,"These initiatives include establishment of smart classes, development of accessible digital learning resources, integration of AI-based assistive technologies, strengthening of assistive technology laboratories, and promotion of ICT-based accessible services to support inclusive education and rehabilitation.","इन पहलों में स्मार्ट कक्षाओं की स्थापना, सुलभ डिजिटल शिक्षण संसाधनों का विकास, एआई-आधारित सहायक प्रौद्योगिकियों का एकीकरण, सहायक प्रौद्योगिकी प्रयोगशालाओं को मजबूत करना और समावेशी शिक्षा और पुनर्वास का समर्थन करने के लिए आईसीटी-आधारित सुलभ सेवाओं को बढ़ावा देना शामिल है।","These initiatives include the establishment of smart classrooms, the development of accessible digital learning resources, the integration of AI-based assistive technologies, the strengthening of supportive technology laboratories, and the promotion of ICT-based accessible services to support inclusive education and rehabilitation."
AU4034,Answer,5,"Two (02) new National Institutes have been established during last ten (10) years, increasing the total number of National Institutes to nine.","पिछले दस (10) वर्षों के दौरान दो (02) नए राष्ट्रीय संस्थान स्थापित किए गए हैं, जिससे राष्ट्रीय संस्थानों की कुल संख्या नौ हो गई है।","Two (02) new National Institutes have been established during the last ten (10) years, thus increasing the total number of National Institutes to nine."
AU4034,Answer,6,"The numbers of Composite Regional Centres, an extended arm of the National Institutes which provide education and rehabilitation services to all types of disabilities have also been increased from eight (08) to thirty (30) during the last ten (10) years.","राष्ट्रीय संस्थानों की एक शाखा, जो सभी प्रकार की विकलांगताओं को शिक्षा और पुनर्वास सेवाएँ प्रदान करती हैं, ऐसे संयुक्त क्षेत्रीय केंद्रों की संख्या में भी पिछले दस वर्षों (10) के दौरान आठ (08) से बढ़ कर तीस (30) कर दी गई है।","A branch of national level institutions, which provides services of education and rehabilitation to all sections of disabled persons, has also been enlarged over the past decade (10) from eight (08) such Joint Regional Centres to thirty (30)."
AU4034,Answer,7,"& (d): Specialized education and rehabilitation services are provided through the other National Institutes, under the Department catering to various categories of disabilities.","(डी): विशेष शिक्षा और पुनर्वास सेवाएँ अन्य राष्ट्रीय संस्थानों के माध्यम से प्रदान की जाती हैं, जो विभिन्न प्रकार की विकलांगताओं को पूरा करते हैं।",(D): Special education and rehabilitation services are provided through other national institutions that cover a variety of disabilities.
AU4034,Answer,8,"National Institutes & their Composite Regional Centres, all taking together, have been geared to cater to all twenty one (21) Notified Disabilities.","राष्ट्रीय संस्थान और उनके संयुक्त क्षेत्रीय केंद्र, सभी मिलकर, उन्नीस (21) अधिसूचित विकलांगों की पूर्ति के लिए तैयार हैं।","National Institutes and their Joint Regional Centres,  together, are committed to fill the gaps in the provision of the nineteen (21)  notified Disabilities."
AU4034,Answer,9,"These other National Institutes include: (i) National Institute for the Empowerment of Persons with Intellectual Disabilities (NIEPID), Secunderabad – providing services related to intellectual disabilities including special education, early intervention, skill training and rehabilitation.","इन अन्य राष्ट्रीय संस्थानों में शामिल हैंः (i) राष्ट्रीय बौद्धिक अक्षमता सशक्तीकरण संस्थान (एन.आई.ई.पी.आई.डी.), सिकंदराबाद - बौद्धिक अक्षमता से संबंधित विशेष शिक्षा, प्रारंभिक हस्तक्षेप, कौशल प्रशिक्षण और पुनर्वास सहित सेवाओं की पेशकश करता है।","Other national institutions include: (i) The National Institute for the Empowerment of Persons with Disabilities (NIPED), Secunderabad which offers services related to special education, early intervention, skill-training and rehabilitation."
AU4034,Answer,10,"(ii) Indian Sign Language Research and Training Centre (ISLRTC), New Delhi – to develop, promote and standardize Indian Sign Language (ISL).","(ii) भारतीय सांकेतिक भाषा अनुसंधान और प्रशिक्षण केंद्र (आई.एस.एल.आर.टी.सी.), नई दिल्ली - भारतीय सांकेतिक भाषा (आई.एस.एल.) को विकसित करने, बढ़ावा देने और मानकीकृत करने के लिए।","(ii) Indian Sign Language Research and Training Center (ISLRTC), New Delhi – for developing, promoting and standardizing Indian sign language (ISL)."
AU4034,Answer,11,"(iii) National Institute for Locomotor Disabilities (NILD), Divyangjan, Kolkata – providing services relating to locomotor disabilities including orthopaedic rehabilitation, physiotherapy, prosthetics and orthotics training.","(iii) राष्ट्रीय गतिहीनता संस्थान (एन.आई.एल.डी.), दिव्यांगजन, कोलकाता - अस्थि संबंधी पुनर्वास, फिजियोथेरेपी, कृत्रिम अंग और ऑर्थोटिक्स प्रशिक्षण सहित गतिहीनता से संबंधित सेवाएँ प्रदान करता है।","(iii) National Institute of Limbless Disabled (NILD), Divyangjan, Kolkata, provides services related to disability including orthopedic rehabilitation, physiotherapy, prosthesis and orthotics training."
AU4034,Answer,12,"(iv) National Institute of Mental Health Rehabilitation (NIMHR), Sehore- providing multidisciplinary mental health rehabilitation services.","(iv) राष्ट्रीय मानसिक स्वास्थ्य पुनर्वास संस्थान (NIMHR), सेहोर - बहु-विषयक मानसिक स्वास्थ्य पुनर्वास सेवाएँ प्रदान करता है।",(iv) National Institute of Mental Health and Neurosciences (NIMHR) Sehore provides Comprehensive Multi-Specialty Mental Health Rehabilitation Services.
AU4034,Answer,13,"Swami Vivekanand National Institute of Rehabilitation Training and Research (SVNIRTAR), Cuttack – providing rehabilitation services, training and research in the field of locomotor disabilities and blood disorders.","स्वामी विवेकानंद राष्ट्रीय पुनर्वास प्रशिक्षण और अनुसंधान संस्थान (एस.वी.एन.आई.आर.टी.ए.आर.), कटक - गतिज विकलांगता और रक्त विकारों के क्षेत्र में पुनर्वास सेवाएँ, प्रशिक्षण और अनुसंधान प्रदान करता है।","Swami Vivekananda National Institute of Rehabilitation Training and Research (SVNIRTAR), Cuttack provides rehabilitation services, training and research in the area of kinetic disability and blood disorders."
AU4034,Answer,14,"Deendayal Upadhyaya National Institute for Persons with Physical Disabilities (PDUNIPPD), New Delhi – providing rehabilitation, therapy, training and assistive technology services for persons with physical disabilities.","दीनदयाल उपाध्याय राष्ट्रीय दिव्यंगजन राष्ट्रीय संस्थान (पी.डी.यू.एन.आई.पी.डी.), नई दिल्ली - शारीरिक विकलांग व्यक्तियों के लिए पुनर्वास, चिकित्सा, प्रशिक्षण और सहायक प्रौद्योगिकी सेवाएँ प्रदान करता है।","Deendayal Upadhyay National Institute of Visually Impaired (P.D.U.N.I.P.D.), New Delhi provides rehabilitation, medical, training and assistive technology services for persons with visual impairment."
AU4034,Answer,15,"These National Institutes also provide other services such as special education, skill training, therapeutic interventions, early intervention programmes, production and distribution of assistive devices, and training of rehabilitation professionals in their areas.","ये राष्ट्रीय संस्थान विशेष शिक्षा, कौशल प्रशिक्षण, चिकित्सीय हस्तक्षेप, प्रारंभिक हस्तक्षेप कार्यक्रम, सहायक उपकरणों का उत्पादन और वितरण और उनके क्षेत्रों में पुनर्वास पेशेवरों को प्रशिक्षण जैसी अन्य सेवाएँ भी प्रदान करते हैं।","These national institutes also provide other services like special education, skill training, therapeutic intervention, early intervention programmes, production and distribution of assistive devices and training of rehabilitation professionals in their areas."
AU4034,Answer,16,"A total of 12,65,764 beneficiaries have been provided with rehabilitation services by all National Institutes under the Department during current financial year (till date).","वर्तमान वित्तीय वर्ष (आज तक) के दौरान विभाग के अंतर्गत सभी राष्ट्रीय संस्थानों द्वारा कुल 12,65,764 लाभार्थियों को पुनर्वास सेवाएँ प्रदान की गई हैं।","A total of 12,65,764 beneficiaries have been provided with rehabilitation services by all the National Institutes under the Department during the present Financial Year (till date)."
AU4034,Answer,17,The Institute-wise details of student intake for courses conducted and the rehabilitation services provided are given at Annexure.,"संस्थानवार छात्र-संख्या विवरण, पाठ्यक्रमों के लिए आयोजित छात्र-संख्या और प्रदान की जाने वाली पुनर्वास सेवाओं, अनुलग्नक में दिए गए हैं।","Institutionwise student enrollment, student enrollment for courses and the rehabilitation services provided are given in the annexure."
AU4272,Question,1,"Will the Minister of MINORITY AFFAIRS be pleased to state: (a) whether the Government has assessed the status of educational access and retention among minority students particularly girls and if so, the details thereof; (b) whether schemes aimed at empowering minority women through education, skill training and economic participation are yielding desired outcomes and if so, the details thereof; (c) whether barriers such as financial constraints, social factors and lack of institutional support continue to affect participation and if so, the details thereof; (d) the steps taken/being taken to strengthen scholarships, hostels, coaching and capacitybuilding initiatives for minority women; and (e) whether minority women and girl students in districts like Davanagere are receiving adequate institutional support to continue education and skill training especially at the secondary and higher levels and if so, the details thereof?","अल्पसंख्यक मामलों के मंत्री महोदय, क्या यह भी बताएँगे कि: (क) क्या सरकार ने अल्पसंख्यक छात्रों, विशेषकर लड़कियों, के बीच शैक्षिक पहुँच और प्रतिधारण की स्थिति का आकलन किया है और यदि किया है, तो उसका विवरण; (ख) क्या शिक्षा, कौशल प्रशिक्षण और आर्थिक भागीदारी के माध्यम से अल्पसंख्यक महिलाओं को सशक्त बनाने के उद्देश्य से की गई योजनाओं के वांछित परिणाम प्राप्त हो रहे हैं और यदि प्राप्त हो रहे हैं, तो उनका विवरण; (ग) क्या वित्तीय बाधाएँ, सामाजिक कारक और संस्थागत समर्थन की कमी जैसी बाधाएँ भागीदारी को प्रभावित करती हैं और यदि करती हैं, तो उनका विवरण; (घ) क्या अल्पसंख्यक महिलाओं के लिए शिक्षा, कौशल प्रशिक्षण और आर्थिक भागीदारी के माध्यम से सशक्तीकरण के उद्देश्य से की गई योजनाओं का विवरण; (ङ) क्या अल्पसंख्यक महिलाओं के लिए शिक्षा, कौशल प्रशिक्षण और आर्थिक भागीदारी के माध्यम से सशक्तीकरण के उद्देश्य से की गई योजनाओं का विवरण; (ට) क्या अल्पसंख्यक महिलाओं के लिए शिक्षा, कौशल प्रशिक्षण और आर्थिक भागीदारी के माध्यम से सशक्तीकरण के उद्देश्य से की गई योजनाओं का विवरण; (ඪ) क्या अल्पसंख्यक महिलाओं के लिए शिक्षा, कौशल प्रशिक्षण और आर्थिक भागीदारी के माध्यम से सशक्तीकरण के उद्देश्य से की गई योजनाओं का विवरण; ( इसके विवरण; (ख) अल्पसंख्यक महिलाओं के लिए छात्रवृत्तियों, छात्रावासों, कोचिंग और क्षमता निर्माण पहलों को मजबूत करने के लिए उठाए गए/किया जा रहे कदम; और (ङ) क्या दाभनगेरे जैसे जिलों में अल्पसंख्यक महिलाओं और छात्राओं को शिक्षा और कौशल प्रशिक्षण जारी रखने के लिए पर्याप्त संस्थागत समर्थन प्राप्त हो रहा है, विशेष रूप से माध्यमिक और उच्चतर शिक्षा में।","Minister of the Interior, would you also please make it clear that: (a) Has the Government undertaken any assessment of the educational reach and retention of minority students, particularly girls, and if so, has it reported on them; (b) Have the intended outcomes of the schemes for the empowerment of minority women through education, skill training and economic participation been achieved, and if so, have they reported on them; (c) Have the financial constraints, social factors and lack of institutional support that hinder participation been identified and, if so, have they been reported; and (d) Has there been any impact of the identified constraints on the achievement of the intended outcomes of the schemes for the empowerment of minority women through education, skill training and economic participation, and if so, has it been reported Details of schemes aimed at Empowerment of Minorities Minorities (i) Scheme for Empowerment of Minorities Minorities (i) Educational and Skill Training and Economic Partnership for Empowerment of Minorities Empowerment of Minorities Minority Women Educational and Skill Training and Economic Partnership for Empowerment of Minorities Scheme for Empowerment of Minorities Minorities (i) Educational and Skill Training and Economic Partnership for Empowerment of Minorities Scheme for Empowerment of Minorities Minority Women Educational and Skill Training and Economic Partnership for Empowerment of Minorities Scheme for Empowerment of Minorities Minority Women Educational and Skill Training and Economic Partnership for Empowerment of Minorities Scheme for Empowerment of Minority Women Minority Women Educational and Skill Training and Economic Partnership for Empowerment of Minorities Scheme for Empowerment of Minority Women Minority Women Educational and Skill Training and Economic Partnership for Empowerment of Minorities Scheme for Empowerment of Minority Women Minority Women Educational and Sk"
AU4272,Answer,1,THE MINISTER OF MINORITY AFFAIRS (SHRI KIREN RIJIJU) (a) to (e): It is the mandate of the Ministry of Education to oversee all aspects related to access and retention of students including minority students across the country.,अल्पसंख्यक मामलों के मंत्री (श्री किरेन रिजिजू) (a) से (e): देश भर के अल्पसंख्यक छात्रों सहित छात्रों के अभिगम और प्रतिधारण से संबंधित सभी पहलुओं की देखरेख करना शिक्षा मंत्रालय का दायित्व है।,Minister of the Ministry of Minority Affairs (Mr. Kiren Rijiju) (a) to (e): The Ministry of Education is mandated to look after the affairs of Minority Students enrolled across the country including their access and retention.
AU4272,Answer,2,"Ministry of Minority Affairs specifically implements the three Scholarship schemes namely Pre-Matric, Post-Matric and Merit-cum-Means based Scholarship for the six notified religious minority communities.","अल्पसंख्यक कार्य मंत्रालय विशेष रूप से छह अधिसूचित धार्मिक अल्पसंख्यक समुदायों के लिए पूर्व-मैट्रिक, पोस्ट-मैट्रिक और योग्यता-सह-मार्ग आधारित छात्रवृत्ति नामक तीन छात्रवृत्ति योजनाओं को लागू करता है।","The Ministry of Minority Affairs implements three student scholarship schemes, namely Pre-Matric, Post-Matric, and Eligibility-cum-Pathway-based Scholarships, specifically for six notified religious minority communities."
AU4272,Answer,3,"However, these Scholarship schemes have not been approved for implementation beyond the academic year 2021-22.","हालाँकि, इन छात्रवृत्ति योजनाओं को 2021-22 शैक्षणिक वर्ष से आगे के कार्यान्वयन के लिए अनुमोदित नहीं किया गया है।","However, these scholarship schemes have not been approved for implementation beyond the academic year 2021-22."
AU4272,Answer,4,"Further, this Ministry also implements various schemes for the upliftment of economically disadvantaged group from minority communities.","इसके अतिरिक्त, यह मंत्रालय अल्पसंख्यक समुदायों के आर्थिक रूप से वंचित समूह के उत्थान के लिए विभिन्न योजनाओं का भी कार्यान्वयन करता है।","Additionally, the ministry also implements various schemes for the upliftment of economically disadvantaged groups of minority communities."
AU4272,Answer,5,The Pradhan Mantri Virasat Ka Samvardhan (PM VIKAS) Scheme aims to build capacity of minority communities through targeted interventions by providing skill training support in need-based courses and ensuring employment / livelihood opportunities for them.,"प्रधानमंत्री वीर रसद संग्रह (पी.एम. विकस) योजना का उद्देश्य अल्पसंख्यक समुदायों की क्षमता निर्माण करना है, जिसमें आवश्यकता आधारित पाठ्यक्रमों में कौशल प्रशिक्षण सहायता प्रदान करके लक्षित हस्तक्षेप के माध्यम से उनकी रोजगार/आजीविका सुनिश्चित की जाती है।",Prime Minister Vir Sanchari Sampanj (PMVS) scheme aims to build the capacity of minority communities through targeted interventions such as skill training support in need-based curricula to ensure their employment/livelihood.
AU4272,Answer,6,The objective of the scheme is also to empower women from minority communities and instill confidence amongst them by providing leadership and entrepreneurship support.,इस योजना का उद्देश्य अल्पसंख्यक समुदायों की महिलाओं को सशक्त बनाना और नेतृत्व और उद्यमिता समर्थन प्रदान करके उनमें आत्मविश्वास पैदा करना भी है।,The objective of this scheme is to empower women from minority communities and to build their self-confidence by providing leadership and entrepreneurship support.
AU4272,Answer,7,The scheme is open for the entire country including the district of Davanagere.,यह योजना दाभानगेरे ज़िले सहित पूरे देश के लिए खुली है।,This scheme is open to all the districts of the country including Dabanegere.
